
IPv4凤凰,#genre#
霍东阁粤语28,https://vip.lz-cdn8.com/20220726/19971_3a300498/index.m3u8
霍东阁粤语29,https://vip.lz-cdn8.com/20220726/19972_364f080f/index.m3u8
霍东阁粤语30,https://vip.lz-cdn8.com/20220726/19973_8af7d3d1/index.m3u8
射雕英雄,#genre#
⬇️83射雕英雄传⬇️,https://pan.95boke.com/view.php/a2edaf1d6c0d503f8f7b0b21a3aad670.mp4
热血丹心粤01,https://vip.lz-cdn8.com/20220726/19974_a291c2fd/index.m3u8
热血丹心粤02,https://vip.lz-cdn8.com/20220726/19975_75f760a4/index.m3u8
热血丹心粤03,https://vip.lz-cdn8.com/20220726/19976_7df1695e/index.m3u8
热血丹心粤04,https://vip.lz-cdn8.com/20220726/19977_6a69e501/index.m3u8
热血丹心粤05,https://vip.lz-cdn8.com/20220726/19978_423bd8b2/index.m3u8
热血丹心粤06,https://vip.lz-cdn8.com/20220726/19979_dca6f3c0/index.m3u8
热血丹心粤07,https://vip.lz-cdn8.com/20220726/19980_690d4cf9/index.m3u8
热血丹心粤08,https://vip.lz-cdn8.com/20220726/19981_ad785524/index.m3u8
热血丹心粤09,https://vip.lz-cdn8.com/20220726/19982_755ec1dc/index.m3u8
热血丹心粤10,https://vip.lz-cdn8.com/20220726/19983_5c0cca4c/index.m3u8
热血丹心粤11,https://vip.lz-cdn8.com/20220726/19984_20233e3c/index.m3u8
热血丹心粤12,https://vip.lz-cdn8.com/20220726/19985_7c54480e/index.m3u8
热血丹心粤13,https://vip.lz-cdn8.com/20220726/19986_85554912/index.m3u8
热血丹心粤14,https://vip.lz-cdn8.com/20220726/19987_ab54ff2f/index.m3u8
热血丹心粤15,https://vip.lz-cdn8.com/20220726/19988_5938b8ff/index.m3u8
热血丹心粤16,https://vip.lz-cdn8.com/20220726/19989_cbd61106/index.m3u8
热血丹心粤17,https://vip.lz-cdn8.com/20220726/19990_945fd954/index.m3u8
热血丹心粤18,https://vip.lz-cdn8.com/20220726/19991_1804bbbe/index.m3u8
热血丹心粤19,https://vip.lz-cdn8.com/20220726/19992_e842fafd/index.m3u8
东邪西毒粤20,https://vip.lz-cdn8.com/20220726/19993_dad209ec/index.m3u8
东邪西毒粤21,https://vip.lz-cdn8.com/20220726/19994_1824043f/index.m3u8
东邪西毒粤22,https://vip.lz-cdn8.com/20220726/19995_91f6bede/index.m3u8
东邪西毒粤23,https://vip.lz-cdn8.com/20220726/19996_9c394a70/index.m3u8
东邪西毒粤24,https://vip.lz-cdn8.com/20220726/19997_55c7e298/index.m3u8
东邪西毒粤25,https://vip.lz-cdn8.com/20220726/19998_16b89161/index.m3u8
东邪西毒粤26,https://vip.lz-cdn8.com/20220726/19999_12e4dfbb/index.m3u8
东邪西毒粤27,https://vip.lz-cdn8.com/20220726/20000_1b3d5d83/index.m3u8
东邪西毒粤28,https://vip.lz-cdn8.com/20220726/20001_bea017d5/index.m3u8
东邪西毒粤29,https://vip.lz-cdn8.com/20220726/20002_eaa4a064/index.m3u8
东邪西毒粤30,https://vip.lz-cdn8.com/20220726/20003_9ba02784/index.m3u8
东邪西毒粤31,https://vip.lz-cdn8.com/20220726/20004_06583261/index.m3u8
东邪西毒粤32,https://vip.lz-cdn8.com/20220726/20005_4d883f91/index.m3u8
东邪西毒粤33,https://vip.lz-cdn8.com/20220726/20006_c2c79548/index.m3u8
东邪西毒粤34,https://vip.lz-cdn8.com/20220726/20007_84a491d9/index.m3u8
东邪西毒粤35,https://vip.lz-cdn8.com/20220726/20008_1fdb5815/index.m3u8
东邪西毒粤36,https://vip.lz-cdn8.com/20220726/20009_0350db31/index.m3u8
东邪西毒粤37,https://vip.lz-cdn8.com/20220726/20010_a210c150/index.m3u8
东邪西毒粤38,https://vip.lz-cdn8.com/20220726/20011_45c2aecd/index.m3u8
东邪西毒粤39,https://vip.lz-cdn8.com/20220726/20012_673d823b/index.m3u8
华山论剑粤40,https://vip.lz-cdn8.com/20220726/20013_1847663b/index.m3u8
华山论剑粤41,https://vip.lz-cdn8.com/20220726/20014_cd11774a/index.m3u8
华山论剑粤42,https://vip.lz-cdn8.com/20220726/20015_ff10795a/index.m3u8
华山论剑粤43,https://vip.lz-cdn8.com/20220726/20016_5319d1db/index.m3u8
华山论剑粤44,https://vip.lz-cdn8.com/20220726/20017_e02b0fc6/index.m3u8
华山论剑粤45,https://vip.lz-cdn8.com/20220726/20018_1e1c2790/index.m3u8
华山论剑粤46,https://vip.lz-cdn8.com/20220726/20019_b8fb3a2a/index.m3u8
华山论剑粤47,https://vip.lz-cdn8.com/20220726/20020_8c05ccb9/index.m3u8
华山论剑粤48,https://vip.lz-cdn8.com/20220726/20021_105ee7f3/index.m3u8
华山论剑粤49,https://vip.lz-cdn8.com/20220726/20022_1ad6f302/index.m3u8
华山论剑粤50,https://vip.lz-cdn8.com/20220726/20023_ba2ce41a/index.m3u8
华山论剑粤51,https://vip.lz-cdn8.com/20220726/20024_d5c5a834/index.m3u8
华山论剑粤52,https://vip.lz-cdn8.com/20220726/20025_39ac11df/index.m3u8
华山论剑粤53,https://vip.lz-cdn8.com/20220726/20026_cad79659/index.m3u8
华山论剑粤54,https://vip.lz-cdn8.com/20220726/20027_7fd456e3/index.m3u8
华山论剑粤55,https://vip.lz-cdn8.com/20220726/20028_e13bc5e8/index.m3u8
华山论剑粤56,https://vip.lz-cdn8.com/20220726/20029_8a2c2bd8/index.m3u8
华山论剑粤57,https://vip.lz-cdn8.com/20220726/20030_5d7393fb/index.m3u8
华山论剑粤58,https://vip.lz-cdn8.com/20220726/20031_edc99cef/index.m3u8
华山论剑粤59,https://vip.lz-cdn8.com/20220726/20032_51f14f2f/index.m3u8
神雕侠侣,#genre#
⬇️83神雕侠侣⬇️,https://pan.95boke.com/view.php/a2edaf1d6c0d503f8f7b0b21a3aad670.mp4
神雕侠侣粤01,https://vip.lz-cdn8.com/20220628/15515_27e612ff/index.m3u8
神雕侠侣粤02,https://vip.lz-cdn8.com/20220628/15516_19259ae7/index.m3u8
神雕侠侣粤03,https://vip.lz-cdn8.com/20220629/15645_62dfa7b9/index.m3u8
神雕侠侣粤04,https://vip.lz-cdn8.com/20220629/15647_e71a6df9/index.m3u8
神雕侠侣粤05,https://vip.lz-cdn8.com/20220628/15519_343b7200/index.m3u8
神雕侠侣粤06,https://vip.lz-cdn8.com/20220628/15520_ce7f92a6/index.m3u8
神雕侠侣粤07,https://vip.lz-cdn8.com/20220628/15521_2f29e417/index.m3u8
神雕侠侣粤08,https://vip.lz-cdn8.com/20220628/15522_dd23065c/index.m3u8
神雕侠侣粤09,https://vip.lz-cdn8.com/20220628/15523_8e76f610/index.m3u8
神雕侠侣粤10,https://vip.lz-cdn8.com/20220628/15524_7c5d64f2/index.m3u8
神雕侠侣粤11,https://vip.lz-cdn8.com/20220629/15646_8ae12313/index.m3u8
神雕侠侣粤12,https://vip.lz-cdn8.com/20220628/15526_c6a2b6ea/index.m3u8
神雕侠侣粤13,https://vip.lz-cdn8.com/20220628/15527_57504e30/index.m3u8
神雕侠侣粤14,https://vip.lz-cdn8.com/20220629/15648_0f38ddba/index.m3u8
神雕侠侣粤15,https://vip.lz-cdn8.com/20220629/15649_d6007bb8/index.m3u8
神雕侠侣粤16,https://vip.lz-cdn8.com/20220629/15650_1b0f3986/index.m3u8
神雕侠侣粤17,https://vip.lz-cdn8.com/20220628/15531_34f858d7/index.m3u8
神雕侠侣粤18,https://vip.lz-cdn8.com/20220629/15651_e80e23eb/index.m3u8
神雕侠侣粤19,https://vip.lz-cdn8.com/20220628/15533_afddf074/index.m3u8
神雕侠侣粤20,https://vip.lz-cdn8.com/20220629/15652_6508d1b8/index.m3u8
神雕侠侣粤21,https://vip.lz-cdn8.com/20220629/15653_aa4858a2/index.m3u8
神雕侠侣粤22,https://vip.lz-cdn8.com/20220629/15654_aca74691/index.m3u8
神雕侠侣粤23,https://vip.lz-cdn8.com/20220628/15537_f93a6d71/index.m3u8
神雕侠侣粤24,https://vip.lz-cdn8.com/20220629/15655_9a269493/index.m3u8
神雕侠侣粤25,https://vip.lz-cdn8.com/20220628/15539_54f941d8/index.m3u8
广东电信,#genre#
广东卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.1.19:5146
广东卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.1.152:5146
广东卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.0.84:5146
广东卫视超清,http://ddns.cyruslee.top:8888/udp/239.77.0.166:5146
广东珠江高清,http://ddns.cyruslee.top:8888/udp/239.77.0.1:5146
广东珠江超清,http://ddns.cyruslee.top:8888/udp/239.77.0.114:5146
广东新闻高清,http://ddns.cyruslee.top:8888/udp/239.77.0.173:5146
广东民生高清,http://ddns.cyruslee.top:8888/udp/239.77.0.225:5146
广东体育高清测试,http://ddns.cyruslee.top:8888/udp/239.77.0.112:5146
广东体育超清,http://ddns.cyruslee.top:8888/udp/239.77.0.168:5146
经济科教高清,http://ddns.cyruslee.top:8888/udp/239.77.0.85:5146
经济科教超清,http://ddns.cyruslee.top:8888/udp/239.77.0.167:5146
大湾区卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.0.215:5146
广东影视高清,http://ddns.cyruslee.top:8888/udp/239.77.0.217:5146
广东少儿高清,http://ddns.cyruslee.top:8888/udp/239.77.0.250:5146
嘉佳卡通高清,http://ddns.cyruslee.top:8888/udp/239.77.0.179:5146
岭南戏曲,http://ddns.cyruslee.top:8888/udp/239.77.0.16:5146
广东房产,http://ddns.cyruslee.top:8888/udp/239.77.0.14:5146
现代教育,http://ddns.cyruslee.top:8888/udp/239.77.0.18:5146
广东移动,http://ddns.cyruslee.top:8888/udp/239.77.0.20:5146
广东综艺 4K50p,http://ddns.cyruslee.top:8888/udp/239.77.1.236:5146
广东综艺 4K,http://ddns.cyruslee.top:8888/udp/239.77.1.237:5146
广东综艺(4k),http://ddns.cyruslee.top:8888/udp/239.77.0.244:5146
广东综艺 宽色域(4k),http://ddns.cyruslee.top:8888/udp/239.77.0.246:5146
广东综艺(4k),http://ddns.cyruslee.top:8888/udp/239.77.0.245:5146
广东综艺 宽色域AVS2(4k) (AVS2),http://ddns.cyruslee.top:8888/udp/239.77.0.252:5146
广州综合高清,http://ddns.cyruslee.top:8888/udp/239.253.43.71:5146
广州新闻高清,http://ddns.cyruslee.top:8888/udp/239.253.43.72:5146
广州影视高清,http://ddns.cyruslee.top:8888/udp/239.253.43.73:5146
广州法治高清,http://ddns.cyruslee.top:8888/udp/239.253.43.74:5146
广州竞赛高清,http://ddns.cyruslee.top:8888/udp/239.253.43.75:5146
南国都市 4K,http://ddns.cyruslee.top:8888/udp/239.253.43.99:5146
深圳卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.1.3:5146
深圳卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.1.148:5146
深圳卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.0.92:5146
深圳卫视超清,http://ddns.cyruslee.top:8888/udp/239.77.0.130:5146
深圳都市频道高清,http://ddns.cyruslee.top:8888/udp/239.77.1.176:5146
深圳都市频道高清,http://ddns.cyruslee.top:8888/udp/239.77.1.124:5146
深圳电视剧频道高清,http://ddns.cyruslee.top:8888/udp/239.77.1.177:5146
深圳电视剧频道高清,http://ddns.cyruslee.top:8888/udp/239.77.1.125:5146
深圳财经生活高清,http://ddns.cyruslee.top:8888/udp/239.77.1.242:5146
深圳娱乐频道高清,http://ddns.cyruslee.top:8888/udp/239.77.1.243:5146
深圳体育健康高清,http://ddns.cyruslee.top:8888/udp/239.77.1.128:5146
深圳体育健康高清,http://ddns.cyruslee.top:8888/udp/239.77.1.140:5146
深圳少儿频道高清,http://ddns.cyruslee.top:8888/udp/239.77.1.244:5146
深圳公共频道高清,http://ddns.cyruslee.top:8888/udp/239.77.1.178:5146
深圳公共频道高清,http://ddns.cyruslee.top:8888/udp/239.77.1.126:5146
深圳宝安频道高清,http://ddns.cyruslee.top:8888/udp/239.77.1.67:5146
深圳龙岗频道高清,http://ddns.cyruslee.top:8888/udp/239.77.1.223:5146
深圳东部频道高清,http://ddns.cyruslee.top:8888/udp/239.77.1.224:5146
深圳众创TV高清,http://ddns.cyruslee.top:8888/udp/239.77.1.247:5146
深圳移动电视,http://ddns.cyruslee.top:8888/udp/239.77.1.175:5146
深圳宜和购物高清,http://ddns.cyruslee.top:8888/udp/239.77.1.87:5146
韶关新闻综合高清,http://ddns.cyruslee.top:8888/udp/239.77.0.117:5146
韶关绿色生活高清,http://ddns.cyruslee.top:8888/udp/239.77.0.119:5146
湛江新闻综合高清,http://ddns.cyruslee.top:8888/udp/239.77.0.141:5146
湛江公共高清,http://ddns.cyruslee.top:8888/udp/239.77.0.140:5146
揭阳综合高清,http://ddns.cyruslee.top:8888/udp/239.77.0.229:5146
揭阳生活高清,http://ddns.cyruslee.top:8888/udp/239.77.0.251:5146
汕尾新闻综合高清,http://ddns.cyruslee.top:8888/udp/239.77.0.25:5146
汕尾文化生活高清,http://ddns.cyruslee.top:8888/udp/239.77.0.187:5146
江门综合高清,http://ddns.cyruslee.top:8888/udp/239.77.0.201:5146
江门侨乡生活高清,http://ddns.cyruslee.top:8888/udp/239.77.0.202:5146
江门教育高清,http://ddns.cyruslee.top:8888/udp/239.77.0.203:5146
HZTV-1高清,http://ddns.cyruslee.top:8888/udp/239.77.1.232:5146
HZTV-2高清,http://ddns.cyruslee.top:8888/udp/239.77.1.233:5146
珠海-1高清,http://ddns.cyruslee.top:8888/udp/239.77.0.155:5146
珠海-2高清,http://ddns.cyruslee.top:8888/udp/239.77.0.154:5146
肇庆综合高清,http://ddns.cyruslee.top:8888/udp/239.253.43.1:5146
肇庆生活服务高清,http://ddns.cyruslee.top:8888/udp/239.253.43.2:5146
河源综合高清,http://ddns.cyruslee.top:8888/udp/239.253.43.213:5146
河源公共高清,http://ddns.cyruslee.top:8888/udp/239.253.43.214:5146
清远新闻综合高清,http://ddns.cyruslee.top:8888/udp/239.253.43.33:5146
清远文旅生活高清,http://ddns.cyruslee.top:8888/udp/239.253.43.34:5146
云浮综合高清,http://ddns.cyruslee.top:8888/udp/239.77.0.253:5146
云浮文旅高清,http://ddns.cyruslee.top:8888/udp/239.77.0.254:5146
茂名综合高清,http://ddns.cyruslee.top:8888/udp/239.77.0.206:5146
茂名公共高清,http://ddns.cyruslee.top:8888/udp/239.77.0.207:5146
汕头综合高清,http://ddns.cyruslee.top:8888/udp/239.77.1.130:5146
汕头综合高清,http://ddns.cyruslee.top:8888/udp/239.253.43.45:5146
汕头经济生活高清,http://ddns.cyruslee.top:8888/udp/239.77.1.131:5146
汕头经济生活高清,http://ddns.cyruslee.top:8888/udp/239.253.43.46:5146
汕头文旅体育高清,http://ddns.cyruslee.top:8888/udp/239.77.1.132:5146
汕头文旅体育高清,http://ddns.cyruslee.top:8888/udp/239.253.43.47:5146
佛山公共高清,http://ddns.cyruslee.top:8888/udp/239.253.43.53:5146
佛山南海高清,http://ddns.cyruslee.top:8888/udp/239.253.43.54:5146
佛山顺德高清,http://ddns.cyruslee.top:8888/udp/239.253.43.55:5146
佛山影视高清,http://ddns.cyruslee.top:8888/udp/239.253.43.56:5146
佛山综合高清,http://ddns.cyruslee.top:8888/udp/239.253.43.57:5146
东莞新闻综合高清,http://ddns.cyruslee.top:8888/udp/239.253.43.104:5146
东莞生活资讯高清,http://ddns.cyruslee.top:8888/udp/239.253.43.105:5146
中山综合高清,http://ddns.cyruslee.top:8888/udp/239.253.43.62:5146
香山文化高清,http://ddns.cyruslee.top:8888/udp/239.253.43.63:5146
中山教育高清,http://ddns.cyruslee.top:8888/udp/239.253.43.64:5146
徐闻综合高清,http://ddns.cyruslee.top:8888/udp/239.253.43.112:5146
CCTV-1高清,http://ddns.cyruslee.top:8888/udp/239.77.1.17:5146
CCTV-1高清,http://ddns.cyruslee.top:8888/udp/239.77.1.144:5146
CCTV-1高清(CCTV -1综合高清),http://ddns.cyruslee.top:8888/udp/239.77.0.86:5146
CCTV-1超清,http://ddns.cyruslee.top:8888/udp/239.77.0.129:5146
CCTV-2高清,http://ddns.cyruslee.top:8888/udp/239.77.1.158:5146
CCTV-2高清 (CAVS),http://ddns.cyruslee.top:8888/udp/239.253.43.17:5146
CCTV-2高清测试(CCTV -2财经高清),http://ddns.cyruslee.top:8888/udp/239.77.0.137:5146
CCTV-3高清,http://ddns.cyruslee.top:8888/udp/239.77.0.169:5146
CCTV-3超清 (CAVS),http://ddns.cyruslee.top:8888/udp/239.77.0.175:5146
CCTV-4高清,http://ddns.cyruslee.top:8888/udp/239.77.1.163:5146
CCTV-4高清,http://ddns.cyruslee.top:8888/udp/239.77.1.166:5146
CCTV-4高清,http://ddns.cyruslee.top:8888/udp/239.77.0.78:5146
CCTV-5高清,http://ddns.cyruslee.top:8888/udp/239.77.0.170:5146
CCTV-5超清 (CAVS),http://ddns.cyruslee.top:8888/udp/239.77.0.177:5146
CCTV-5+高清,http://ddns.cyruslee.top:8888/udp/239.77.0.87:5146
CCTV-5+高清,http://ddns.cyruslee.top:8888/udp/239.77.1.31:5146
CCTV-5+高清,http://ddns.cyruslee.top:8888/udp/239.77.1.147:5146
CCTV-6高清,http://ddns.cyruslee.top:8888/udp/239.77.0.171:5146
CCTV-6超清 (CAVS),http://ddns.cyruslee.top:8888/udp/239.77.0.178:5146
CCTV-7高清,http://ddns.cyruslee.top:8888/udp/239.77.1.159:5146
CCTV-7高清 (CAVS),http://ddns.cyruslee.top:8888/udp/239.77.1.167:5146
CCTV-7高清测试(CCTV -7军事农业高清),http://ddns.cyruslee.top:8888/udp/239.77.0.138:5146
CCTV-8高清,http://ddns.cyruslee.top:8888/udp/239.77.0.172:5146
CCTV-8超清 (CAVS),http://ddns.cyruslee.top:8888/udp/239.77.0.181:5146
CCTV-9高清,http://ddns.cyruslee.top:8888/udp/239.77.1.160:5146
CCTV-9高清 (CAVS),http://ddns.cyruslee.top:8888/udp/239.77.1.168:5146
CCTV-9高清测试,http://ddns.cyruslee.top:8888/udp/239.77.0.135:5146
CCTV-10高清,http://ddns.cyruslee.top:8888/udp/239.77.1.113:5146
CCTV-10高清 (CAVS),http://ddns.cyruslee.top:8888/udp/239.77.1.169:5146
CCTV-10高清测试(CCTV-10科教高清),http://ddns.cyruslee.top:8888/udp/239.77.0.134:5146
CCTV-11高清,http://ddns.cyruslee.top:8888/udp/239.77.1.238:5146
CCTV-12高清,http://ddns.cyruslee.top:8888/udp/239.77.1.109:5146
CCTV-12高清 (CAVS),http://ddns.cyruslee.top:8888/udp/239.77.1.170:5146
CCTV-12高清测试,http://ddns.cyruslee.top:8888/udp/239.77.0.136:5146
CCTV-13高清,http://ddns.cyruslee.top:8888/udp/239.77.0.188:5146
CCTV-13高清,http://ddns.cyruslee.top:8888/udp/239.253.43.196:5146
CCTV-14高清,http://ddns.cyruslee.top:8888/udp/239.77.1.161:5146
CCTV-14高清 (CAVS),http://ddns.cyruslee.top:8888/udp/239.77.1.171:5146
CCTV-14高清测试,http://ddns.cyruslee.top:8888/udp/239.77.0.133:5146
CCTV-15高清,http://ddns.cyruslee.top:8888/udp/239.77.1.239:5146
CCTV-16高清,http://ddns.cyruslee.top:8888/udp/239.77.0.165:5146
CCTV-16高清,http://ddns.cyruslee.top:8888/udp/239.77.1.76:5146
CCTV-16 4K,http://ddns.cyruslee.top:8888/udp/239.77.1.98:5146
CCTV-17高清,http://ddns.cyruslee.top:8888/udp/239.77.1.121:5146
CCTV-17农业高清,http://ddns.cyruslee.top:8888/udp/239.77.0.198:5146
CCTV-4K 4K,http://ddns.cyruslee.top:8888/udp/239.77.0.194:5146
CCTV-4K 4K50p,http://ddns.cyruslee.top:8888/udp/239.77.0.174:5146
CGTN英语高清,http://ddns.cyruslee.top:8888/udp/239.77.0.199:5146
CGTN西班牙语高清,http://ddns.cyruslee.top:8888/udp/239.77.0.221:5146
CGTN法语高清,http://ddns.cyruslee.top:8888/udp/239.77.0.228:5146
CGTN阿拉伯语高清,http://ddns.cyruslee.top:8888/udp/239.253.43.200:5146
CGTN俄语高清,http://ddns.cyruslee.top:8888/udp/239.253.43.201:5146
湖南卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.1.5:5146
湖南卫视高清 (CAVS),http://ddns.cyruslee.top:8888/udp/239.77.1.129:5146
湖南卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.0.88:5146
湖南卫视超清,http://ddns.cyruslee.top:8888/udp/239.77.0.127:5146
浙江卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.1.33:5146
浙江卫视高清 (CAVS),http://ddns.cyruslee.top:8888/udp/239.77.1.150:5146
浙江卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.0.89:5146
浙江卫视超清 (CAVS),http://ddns.cyruslee.top:8888/udp/239.77.0.125:5146
江苏卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.1.18:5146
江苏卫视高清 (CAVS),http://ddns.cyruslee.top:8888/udp/239.77.1.149:5146
江苏卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.0.90:5146
江苏卫视超清 (CAVS),http://ddns.cyruslee.top:8888/udp/239.77.0.126:5146
东方卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.1.218:5146
东方卫视高清 (CAVS),http://ddns.cyruslee.top:8888/udp/239.77.1.156:5146
东方卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.0.98:5146
安徽卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.1.92:5146
安徽卫视高清 (CAVS),http://ddns.cyruslee.top:8888/udp/239.77.1.157:5146
安徽卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.0.183:5146
北京卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.1.4:5146
北京卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.1.151:5146
北京卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.0.91:5146
天津卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.1.141:5146
天津卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.1.182:5146
天津卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.0.97:5146
天津卫视超清,http://ddns.cyruslee.top:8888/udp/239.77.0.131:5146
山东卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.1.142:5146
山东卫视高清 (CAVS),http://ddns.cyruslee.top:8888/udp/239.77.1.153:5146
山东卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.0.94:5146
山东卫视超清 (CAVS),http://ddns.cyruslee.top:8888/udp/239.77.0.132:5146
江西卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.1.219:5146
江西卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.0.149:5146
湖北卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.1.93:5146
湖北卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.1.174:5146
湖北卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.0.95:5146
湖北卫视超清,http://ddns.cyruslee.top:8888/udp/239.77.0.128:5146
辽宁卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.1.103:5146
辽宁卫视 高清,http://ddns.cyruslee.top:8888/udp/239.77.0.123:5146
辽宁卫视超清 (CAVS),http://ddns.cyruslee.top:8888/udp/239.77.0.161:5146
黑龙江卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.1.6:5146
黑龙江卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.1.179:5146
黑龙江卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.0.93:5146
黑龙江卫视超清,http://ddns.cyruslee.top:8888/udp/239.77.0.124:5146
贵州卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.1.221:5146
贵州卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.0.230:5146
四川卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.1.215:5146
四川卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.0.159:5146
四川卫视超清 (CAVS),http://ddns.cyruslee.top:8888/udp/239.77.0.163:5146
河南卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.1.229:5146
河南卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.0.17:5146
云南卫视高清,http://ddns.cyruslee.top:8888/udp/239.253.43.37:5146
云南卫视高清,http://ddns.cyruslee.top:8888/udp/239.253.43.100:5146
重庆卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.1.162:5146
重庆卫视高清 (CAVS),http://ddns.cyruslee.top:8888/udp/239.77.1.210:5146
重庆卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.0.182:5146
河北卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.1.214:5146
河北卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.0.148:5146
东南卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.1.104:5146
福建东南卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.0.146:5146
广西卫视高清,http://ddns.cyruslee.top:8888/udp/239.253.43.36:5146
广西卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.0.139:5146
吉林卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.1.111:5146
吉林卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.0.150:5146
陕西卫视,http://ddns.cyruslee.top:8888/udp/239.77.0.68:5146
陕西卫视,http://ddns.cyruslee.top:8888/udp/239.77.1.54:5146
山西卫视,http://ddns.cyruslee.top:8888/udp/239.77.0.69:5146
山西卫视,http://ddns.cyruslee.top:8888/udp/239.77.1.74:5146
内蒙古卫视,http://ddns.cyruslee.top:8888/udp/239.77.0.70:5146
内蒙古卫视,http://ddns.cyruslee.top:8888/udp/239.77.1.55:5146
青海卫视,http://ddns.cyruslee.top:8888/udp/239.77.0.71:5146
青海卫视,http://ddns.cyruslee.top:8888/udp/239.77.1.70:5146
海南卫视高清,http://ddns.cyruslee.top:8888/udp/239.253.43.35:5146
海南卫视高清,http://ddns.cyruslee.top:8888/udp/239.253.43.101:5146
宁夏卫视,http://ddns.cyruslee.top:8888/udp/239.77.0.73:5146
宁夏卫视,http://ddns.cyruslee.top:8888/udp/239.77.1.47:5146
西藏卫视,http://ddns.cyruslee.top:8888/udp/239.77.0.74:5146
西藏卫视,http://ddns.cyruslee.top:8888/udp/239.77.1.49:5146
新疆卫视,http://ddns.cyruslee.top:8888/udp/239.77.0.75:5146
新疆卫视,http://ddns.cyruslee.top:8888/udp/239.77.1.53:5146
甘肃卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.0.189:5146
兵团卫视,http://ddns.cyruslee.top:8888/udp/239.77.0.77:5146
兵团卫视,http://ddns.cyruslee.top:8888/udp/239.77.1.80:5146
厦门卫视,http://ddns.cyruslee.top:8888/udp/239.77.0.96:5146
三沙卫视高清,http://ddns.cyruslee.top:8888/udp/239.253.43.113:5146
吉林延边卫视,http://ddns.cyruslee.top:8888/udp/239.77.0.10:5146
延边卫视,http://ddns.cyruslee.top:8888/udp/239.77.1.99:5146
兵器科技高清,http://ddns.cyruslee.top:8888/udp/239.253.43.18:5146
兵器科技高清,http://ddns.cyruslee.top:8888/udp/239.253.43.9:5146
电视指南高清,http://ddns.cyruslee.top:8888/udp/239.253.43.19:5146
电视指南高清,http://ddns.cyruslee.top:8888/udp/239.253.43.10:5146
风云足球高清,http://ddns.cyruslee.top:8888/udp/239.253.43.20:5146
风云足球高清,http://ddns.cyruslee.top:8888/udp/239.253.43.14:5146
央视台球高清,http://ddns.cyruslee.top:8888/udp/239.253.43.21:5146
央视台球高清,http://ddns.cyruslee.top:8888/udp/239.253.43.11:5146
高尔夫网球高清,http://ddns.cyruslee.top:8888/udp/239.253.43.22:5146
高尔夫网球高清,http://ddns.cyruslee.top:8888/udp/239.253.43.12:5146
女性时尚高清,http://ddns.cyruslee.top:8888/udp/239.253.43.23:5146
